ISO,Year,Count,Barrier.removal,Climate.strategy,Economic.instruments,Information.and.education,Policy.support,Regulatory.Instruments,RDD,Target,Voluntary.approaches,Market.Instr,Non.Market.Instr,TechSup.Instr,EPS_MKT,EPS_NMKT,TECHSUP,EPS,EPS_MKT_CC,EPS_NMKT_CC,EPS_CC,EPS_MKT_Difference,EPS_NMKT_Difference,TECHSUP_Difference,EPS_Difference,EPS_MKT_CC_Difference,EPS_NMKT_CC_Difference,EPS_CC_Difference,SpatialLag.Count,SpatialLag.Barrier.removal,SpatialLag.Climate.strategy,SpatialLag.Economic.instruments,SpatialLag.Information.and.education,SpatialLag.Policy.support,SpatialLag.Regulatory.Instruments,SpatialLag.RDD,SpatialLag.Target,SpatialLag.Voluntary.approaches,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,SpatialLag.EPS,SpatialLag.EPS_MKT_CC,SpatialLag.EPS_NMKT_CC,SpatialLag.EPS_CC,SpatialLag.EPS_MKT_Difference,SpatialLag.EPS_NMKT_Difference,SpatialLag.TECHSUP_Difference,SpatialLag.EPS_Difference,SpatialLag.EPS_MKT_CC_Difference,SpatialLag.EPS_NMKT_CC_Difference,SpatialLag.EPS_CC_Difference
SAU,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2128894644156054,0.,0.,0.32275907328954784,0.5464925844692128,5.60007553252331e-7,0.37049589445430575,0.,0.,0.33314419852599814,0.08568767935301029,0.8787742619597566,0.,0.6839541984012257,1.3624753715896163,1.38108576055648,1.1424578269293366,0.815837867365696,1.5329425962979686,1.2427223567858081,0.,0.,0.,0.,0.,0.,0.
TUR,1995,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.5,0.5,1.2,0,0.57,NA,NA,NA,NA,NA,NA,NA,1.9156423111112677,0.,0.,1.286554652558398,0.4781351785718354,9.187347795226489e-6,0.43775382189731615,0.,0.,0.4375826055347608,0.3237893683726569,1.4564853631703505,0.,0.7613442438946375,1.5482674308524091,1.0559221782892936,1.1225264913285757,0.9096167742827173,2.0849794633279015,1.3504653125894106,0.,0.,0.,0.,0.,0.,0.
USA,1995,2,0,0,0,1,0,1,0,0,1,0,1,0,0.5,1.75,1.5,1.25,0.6,1,1.03,NA,NA,NA,NA,NA,NA,NA,0.6478036639645803,0.,0.,0.3157975379729742,0.29323244664835324,0.0008961553522712585,0.08260185548063113,0.,0.,0.0900854306001972,0.07808237484002162,0.5697212891245587,0.,0.6614189240283483,0.8946902437667521,1.2507769779980067,0.934824513526203,0.7819621301848613,1.5073424842097116,1.1806749367664944,0.,0.,0.,0.,0.,0.,0.
ZAF,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.25,0,0.31,0.8,0,0.27,NA,NA,NA,NA,NA,NA,NA,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
ARG,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5125071483291044,0.,0.,1.4452112949046083,1.0718433872730664,0.6792942844769541,0.29688158940998965,0.26542862119621025,0.09938051067301362,0.2897347235191057,0.4203518035171736,1.9209683703388545,0.,0.4824771129145079,1.1894590383138737,0.7269852107668369,0.7978460826262364,0.569771687975842,0.9442362328965304,0.748686232461704,-0.022497708973435965,0.0529707887419371,-0.048289158514918995,-0.006904368922823699,-0.026772829163921808,0.,-0.024052670761480217
AUS,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.17,0,0,0.17,0,0,0,0,0,0,0,2.9385164132284385,0.,0.,1.3537030378411412,1.5089584864177588,0.6104992740567284,0.43503623369791855,0.282765010069213,0.2805992633066779,0.3541402269973618,0.6164390479783038,2.3644550997535885,0.,0.5874876166420047,1.6612121320961017,1.3383413597405882,1.1942112319767115,0.6903980551671103,1.6560998028118994,1.227620009640306,-0.06111372952174991,0.35788781796899444,-0.07137069937433962,0.07369067288688975,-0.07193553254114948,0.,-0.0476276429866521
BRA,1996,1,0,0,1,0,1,0,0,0,0,0,1,0,0.17,0.5,0,0.22,0.2,0,0.07,0,0,0,0,0,0,0,3.1197149309455052,0.,0.,1.5787589989934783,1.6419527098276325,0.45577682865072033,0.44900081741770803,0.4086842861108444,0.1076887251284077,0.368355590788781,0.5586962718119164,2.295651445368516,0.,0.5141435751068612,1.344168542759421,0.9967277423793743,0.9504458562199476,0.6108229537864762,1.3523689269129855,0.9871469309839638,-0.03950260213992339,0.10225101843209271,-0.07922471267208928,-0.006958663128040953,-0.04677268251889527,0.,-0.04070007893871263
CAN,1996,1,0,0,1,0,0,0,0,0,0,1,1,0,0.5,0,1,0.5,0.6,0,0.53,-0.17,0,-0.5,-0.22,-0.2,0,-0.24,6.7882511035984345,0.,0.,3.389423164955988,4.170248138757178,0.9011516772424788,0.8536851633331362,0.8396005806297149,0.04649730306496799,0.8375740893920874,0.8981092652430334,5.104979930318114,0.,0.5241830174874653,1.7021412515904069,1.039928150613829,1.0859221097095915,0.6254850115293523,1.1444770129883675,0.9392319476044318,-0.012425414698673557,0.04735488362819776,-0.39632380853490123,-0.12336034311324383,-0.014778814817859502,0.,-0.13169345345596886
CHN,1996,1,0,0,0,0,1,0,0,0,0,0,1,0,0.17,0,0,0.06,0,0,0,0,0,0,0,0,0,0,3.308928522450459,0.,0.,1.6098303479561675,1.7609891270616291,0.6154399751690688,0.46735336466935323,0.3506230313896593,0.309139405561233,0.3933610870270142,0.7042230153886142,2.61633904314257,0.,0.5889454165806891,1.700237965207124,1.4932475931077567,1.2588624332692882,0.7079762290126048,1.7925753239982718,1.330756950917692,-0.06958244643082748,0.3573341547793931,-0.0824151853990478,0.06664785665255966,-0.08191163284887736,0.,-0.05451126795497954
DEU,1996,2,0,0,1,0,0,1,1,0,0,0,1,0,0.83,2.5,1.75,1.69,1,5,2.58,-0.17,0,0.75,0.19,-0.2,0,0.18,2.046737487345145,0.,0.,1.26082104800108,0.785503353344443,0.4767949305946971,0.17256190182944242,0.1380743495269883,0.14217833182446754,0.23232413342351727,0.8305031840085373,1.379266763666363,0.,0.8134579591215031,1.3907473725963573,1.211708853940414,1.1380428121877268,0.9688732752188433,1.0162642179599704,1.0659093203906782,-0.015265929718736327,0.08314946872751691,-0.020517495818254176,0.014505097243582466,-0.018040377782948643,0.,-0.01292966621329358
ESP,1996,1,0,0,0,0,0,0,0,1,1,0,1,0,0.83,1.5,1,1.11,1,1,1,0,0,0,0,0,0,0,1.8722033190474554,0.,0.,1.2841639026468594,0.40562537672819204,0.41987060262236175,0.3114894090547645,0.29427499218385095,0.027312770852964845,0.08463389657703915,0.8291639471408225,1.0699728219245423,0.,0.8768630330837495,1.6387294693761993,1.379237350498996,1.2968495553344512,1.0483437938138067,1.8718843127597784,1.4322213277678024,-0.045006290862925145,0.0345023522053388,0.19760023218657513,0.060429925103352655,-0.053075673621705934,0.,0.046908102287787135
FRA,1996,2,0,0,2,0,1,0,0,0,0,2,1,0,1.17,1.5,1.75,1.47,1.4,1,1.38,0,0,0.25,0.0800000000000001,0,0,0.0799999999999998,1.8755118927618362,0.,0.,0.9453312819032733,0.567739153998048,0.1680657857999801,0.4231551364787222,0.40610579907639344,0.161551412921773,0.24257650953402232,0.3218765019586462,1.1924007175275988,0.,0.7870239705219816,1.7289101370052504,1.259166062619943,1.257615274963317,0.9419041607484545,2.1958935196546427,1.4655523166748585,-0.0595910946141062,0.03896414830148433,0.16852318081778958,0.04791676354585867,-0.0701588740396431,0.,0.032324355687952215
GBR,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0.5,1,1.2,1,0.9,0,0,0,0,0,0,0,2.8542703660822784,0.,0.,1.59967736662536,1.1134065593355749,0.46784676756896104,0.47236576277621806,0.4352527418535409,0.12938105805704714,0.28936981544441454,0.7438779880132464,1.943980918040074,0.,0.7420796501972204,1.6550899925569587,1.3887986591229977,1.2602885474360934,0.8879043762147683,1.9332458018663252,1.4028642267649607,-0.0563104964830908,0.07457056051806102,0.09620539814549295,0.036102820833951985,-0.06629208096960472,0.,0.009596902114040927
IDN,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,1,0.33,0,0,0,0,0,0,0,2.751416990377104,0.,0.,1.3198171849143454,1.486921266288799,0.3522972118587421,0.32348902562836623,0.3032132166593388,0.23320370352688363,0.49562147148542635,0.4190478747029445,2.104877563793333,0.,0.5261411593698577,1.1611848412253578,0.7536390274140425,0.8136139530851885,0.6310691222365176,0.8824738287859055,0.757623068039514,-0.01864892279227704,0.026105175940963447,-0.14763618784390248,-0.04765100898189523,-0.0223899535000586,0.,-0.05487757504225983
IND,1996,1,0,0,0,0,0,1,0,0,0,0,1,0,0.33,2,0,0.78,0.4,1,0.47,0,0,0,0,0,0,0,2.6873708768125404,0.,0.,1.3543688161671417,1.334715873668142,0.4445685753700187,0.4060335224752469,0.35009619784072904,0.13501043781096125,0.3094899153270566,0.5282786821732777,1.9912834637115586,0.,0.5963355773582666,1.4419787407344458,1.1055955382005578,1.0468679544838282,0.7085813598233324,1.48159513603419,1.0987652730736372,-0.04317780276798913,0.15568012887136434,-0.0251904737576127,0.027652079344992874,-0.05085049703786352,0.,-0.024823276397718266
ITA,1996,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1.5,1.75,1.42,1.2,1,1.32,0,0,0,0,0,0,0,2.069174091799344,0.,0.,1.1905105331152446,0.5565229934036767,0.3903701952256988,0.4212934705717038,0.3971888375316345,0.11294274455269027,0.19601719466620676,0.5704260764699774,1.3582594425537353,0.,0.789372740691576,1.648524418517614,1.250198573103195,1.2274273606722064,0.9428360953819377,2.1130609705950905,1.4341386483772811,-0.05851229330460377,0.04231118655642857,0.2174948935926724,0.06505923366806637,-0.06888832549858392,0.,0.04836358066520921
JPN,1996,2,0,0,1,1,1,0,0,1,0,1,2,0,0.83,2,3,1.94,1,3,2.33,-0.17,0.75,0,0.19,-0.2,0,-0.0699999999999998,3.9868272042001185,0.,0.,1.8693955667168145,2.197597888420327,0.5912618036754811,0.613271476662078,0.4947953022243766,0.009367636416990963,0.5345588912433945,0.5251163114091106,3.0266991364535856,0.,0.42978926195556005,1.3638754199749328,0.7255036923660108,0.838721079435158,0.4886791625082404,1.057088050828939,0.7580637539647527,-0.020588378548768722,0.13386199553490336,-0.16156120211597214,-0.017326122599933352,-0.024360527767172332,0.,-0.059673782800806575
KOR,1996,2,0,0,0,1,0,1,0,0,1,0,2,0,0,2.25,0,0.75,0,1,0.33,0,1.25,0,0.42,0,0,0,3.1800981185051205,0.,0.,1.5676087885342398,1.6936626321207262,0.7029397714324337,0.3619116119269933,0.3482597382234772,0.2718847677126068,0.2956672675892611,0.6328064076883959,2.503615333537577,0.,0.5481540890680472,1.35794356864291,1.332651539019473,1.0782238128749224,0.6344455884259518,1.5121772813248624,1.1599455249402668,-0.06045962163847897,0.1968437665921818,-0.10251183497695852,0.009293498313555686,-0.07124461455458897,0.,-0.05724007033624491
MEX,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,1.5,0,0.56,0.2,3,1.07,-0.16,0,0,-0.0499999999999999,-0.2,0,-0.0599999999999998,6.978034719112664,0.,0.,3.502729072708673,4.274270862399552,0.9043413133056988,0.8782926760277514,0.8661782734407968,0.04213274738090525,0.8672193824856582,0.932460585279944,5.249028794871275,0.,0.5187437360806639,1.678243518195437,1.049579767865915,1.0791817047912047,0.6215946649893621,1.0880114980707616,0.9222956958026326,-0.013652260951753164,0.03766927981799669,-0.4200435717649896,-0.13490309659715066,-0.016061483472650778,0.,-0.1401195125398641
RUS,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.06,0.2,0,0.07,0,0,0,0,0,0,0,2.2062950702544644,0.,0.,1.112954167375833,0.7901212107142757,0.3835321729198454,0.44345075043954685,0.3611494944135547,0.08803848472953855,0.21111161019521635,0.4731875766112167,1.5145486875302638,0.,0.7010809387720678,1.5713949021680103,1.1734668346606674,1.1478544841770977,0.8208628306576153,1.864675809088254,1.2861079343825552,-0.052306673070399094,0.12018395764624142,0.11593119871571683,0.05985475858959148,-0.061586681775366636,0.,0.01776684523693559
SAU,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0499653232064663,0.,0.,1.4777117610339683,1.559851092470898,0.5659741348577911,0.4551136096093331,0.3000775062865614,0.23191306163013253,0.3937262354796138,0.6564035397909163,2.376186997484167,0.,0.6243955660008927,1.6611712873863929,1.2734920549752409,1.1848534052587398,0.7452071237127482,1.5061400950655242,1.1748502958831706,-0.046545732747722855,0.3012894212733041,-0.07578647369400188,0.05821175862620037,-0.05478560547885334,0.,-0.04302736710977834
TUR,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,1.2,0,0.57,0,0,0,0,0,0,0,2.0044424066716284,0.,0.,1.1218548304100764,0.6260434549810974,0.2623741475253655,0.43541132494249296,0.40529481650069066,0.070142088188451,0.16902096433479438,0.4817015252863803,1.2553705019811434,0.,0.7193531744477173,1.6088492434979254,1.2301618685937712,1.1851659815337083,0.8610132994979866,2.079509674218159,1.3899226782351877,-0.05843049085923939,0.054197886006272296,0.17882031747448507,0.05654822873051176,-0.06879645172459671,0.,0.035993367002289944
USA,1996,8,0,0,4,5,1,1,1,0,1,1,6,0,0.5,1.75,1,1.08,0.6,1,0.87,0,0,-0.5,-0.17,0,0,-0.16,1.0841903921844969,0.,0.,0.6533594684933479,0.23744147770150217,0.29863102710358447,0.12785564714842973,0.0657160791673985,0.19677454320255944,0.06302296480735511,0.5649076885691465,0.954022015102028,0.,0.5368002183646303,1.098789450622402,1.1169635592599891,0.9173414539210878,0.6333408133069189,1.5007129209004968,1.0823799936115703,-0.11226811576381336,0.2040035831027011,-0.0811851109687495,0.004122829342324212,-0.133707289014641,0.,-0.07352570445476171
ZAF,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.25,0,0.31,0.8,0,0.27,0,0,0,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
ARG,1997,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0226007608030416,0.05148543922067756,0.03976633755381833,1.044241999278287,0.9809978085026183,0.30346595065356496,0.6791628128793442,0.933660629726935,0.07515808568319299,0.8294825256617062,0.07515808568319299,1.84536009675641,0.8644528431023822,0.4669528506582649,1.2070125987017017,0.6424842734708055,0.7693900787226171,0.5500779853461563,1.0233568319266881,0.7398766816410518,0.0036077255705235316,0.04925588652459223,-0.05628498756307122,-0.0020317770533396836,0.004509656963154415,0.12602767425836192,0.024255119591810443
AUS,1997,2,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0.5,0.17,0,0,0.17,0,0,0,0,0,0,0,4.091757612565045,0.009808878659183739,0.2806012213420699,1.458399575652841,0.9874362016981595,0.3181872275103331,0.8660982381386397,1.2180783153232737,0.12315415071825564,0.7426157727783143,0.12315415071825564,2.945172684603584,1.0232169941203841,0.5969210549395132,1.728541050078812,1.3168340113297716,1.2116211012025153,0.701057147702776,1.841639856495472,1.2857671956036973,0.0006224083468198564,0.0652246494031413,-0.0459834485243432,0.005622736028324882,0.0007780104335248206,0.17062754900306154,0.04167682846852634
BRA,1997,1,0,0,1,1,0,1,1,0,1,0,1,1,0.17,0.5,0,0.22,0.2,0,0.07,0,0,0,0,0,0,0,2.6701590697545283,0.030175101067724648,0.07882171199166772,0.976987458465874,0.9048157993093179,0.37080847766876,0.5920195446814172,0.8410081556558622,0.06194556582947519,0.7083297765255439,0.06194556582947519,2.1389601116110724,0.7795652046028171,0.5087144159865116,1.3859877090154868,0.8937887992782869,0.9273977415434792,0.605167714189283,1.4412432733104314,0.9800244826192427,0.0038616418191777225,0.0605750375806335,-0.09117860083277589,-0.009746819549302625,0.004827052273972153,0.11070209114471423,0.007545744433114685
CAN,1997,4,0,0,1,1,0,2,0,0,0,0,3,0,0.5,1,1,0.83,0.6,0,0.53,0,1,0,0.33,0,0,0,3.8422282128682306,0.0028293891491370806,0.04220648644645713,1.824458338727774,1.7802036198509328,0.8553974313708071,0.15006005247440038,1.7918778141847636,0.014390036472282914,1.727348071794695,0.014390036472282914,3.6673852652670487,1.7650324266598967,0.5224923550589394,1.7225844310676477,1.0310092615714435,1.0889193599106697,0.6241135306411753,1.187234573331988,0.9499809197745742,0.00219127547839646,0.010227270905936092,-0.014840532819416911,-0.0010269602679419476,0.0027390943479955747,0.037462549216976754,0.008335523731143978
CHN,1997,2,0,0,0,1,1,2,1,0,0,0,2,0,0.17,0.5,0,0.22,0,2,0.67,0,0.5,0,0.16,0,2,0.67,4.242109231112557,0.014514241187593317,0.2781665476267246,1.5941501813280867,1.0237231042564778,0.3017542444788614,0.7501269734960507,1.2609895650804812,0.1331684364779075,0.8931358695784171,0.1331684364779075,3.065867555364177,1.1423353697901668,0.5816654072835434,1.7806044348087402,1.385811035844591,1.2470556445776084,0.6992045952435375,1.8592512017845386,1.3139495006535065,0.0008276417777361141,0.06792388901354719,-0.06084920391388914,0.0022877878991336767,0.0010345522221701425,0.11188880738094097,0.016987799580708302
DEU,1997,2,0,0,0,1,0,1,0,0,0,0,2,0,0.83,2.5,1,1.44,1,5,2.33,0,0,-0.75,-0.25,0,0,-0.25,1.7462732420988127,0.07031909500900034,0.06666766724581255,0.6986692734486928,0.6303398752499023,0.2568358611948971,0.43034212968162955,0.5116269445872907,0.09152819927634569,0.3992278066632809,0.09152819927634569,1.451266701696735,0.45632393803661114,0.8029912417628713,1.4594435864212738,1.1378253960688784,1.13139146058742,0.9562221692168604,1.2053020518005817,1.0990030436200044,0.0013044241601545604,0.08224414164295865,-0.037804233650779395,0.013838265836554335,0.0016305302001932004,0.2051659822209844,0.055166630993630374
